stim_n,sentence_type,condition,prompt,sentence,color,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,fillers_loop.thisRepN,fillers_loop.thisTrialN,fillers_loop.thisN,fillers_loop.thisIndex,text_stim_stim_n.started,text_stim_stim_n.stopped,text_stim_sentence_type.started,text_stim_sentence_type.stopped,text_stim_condition.started,text_stim_condition.stopped,text_stim_prompt.started,text_stim_prompt.stopped,text_stim_sentence.started,text_stim_sentence.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13,statement,A,filler,El niño habla con su madre.,white,,,,,0,12,12,12,402.4146165479906,None,402.4146165479906,None,402.4146165479906,None,402.4146165479906,None,402.44677071398473,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
14,statement,B,filler,Hago ejercicio todos los días. ,white,,,,,0,13,13,13,407.8635111610056,None,407.8635111610056,None,407.8635111610056,None,407.8635111610056,None,407.899016395997,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
15,statement,A,filler,La vista de la casa es bonita.,white,,,,,0,14,14,14,413.34769266998046,None,413.34769266998046,None,413.34769266998046,None,413.34769266998046,None,413.36473651899723,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
16,statement,B,filler,El baño no es muy grande. ,white,,,,,0,15,15,15,418.81556654997985,None,418.81556654997985,None,418.81556654997985,None,418.81556654997985,None,418.8652069689997,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
17,statement,A,filler,Compro un regalo para Navidad.,white,,,,,0,16,16,16,423.93186377797974,None,423.93186377797974,None,423.93186377797974,None,423.93186377797974,None,423.9649230350042,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
18,statement,C,filler,Tu cumpleaños es mañana.,white,,,,,0,17,17,17,428.3982046750025,None,428.3982046750025,None,428.3982046750025,None,428.3982046750025,None,428.41568573200493,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
19,statement,C,filler,Nadamos en la piscina por la tarde.,white,,,,,0,18,18,18,432.98370765699656,None,432.98370765699656,None,432.98370765699656,None,432.98370765699656,None,433.0349215369788,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
20,statement,A,filler,Karina siempre anda en bicicleta.,white,,,,,0,19,19,19,438.9826371189847,None,438.9826371189847,None,438.9826371189847,None,438.9826371189847,None,438.9985463609919,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
21,statement,B,filler,Los niños ganan el partido.,white,,,,,0,20,20,20,444.58255310100503,None,444.58255310100503,None,444.58255310100503,None,444.58255310100503,None,444.61631947700516,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
22,statement,A,filler,Cocinabas por la noche.,white,,,,,0,21,21,21,449.13407908999943,None,449.13407908999943,None,449.13407908999943,None,449.13407908999943,None,449.15051361898077,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
23,statement,A,filler,Dibujabas con tu amiga.,white,,,,,0,22,22,22,453.18389529999695,None,453.18389529999695,None,453.18389529999695,None,453.18389529999695,None,453.20018668298144,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
24,statement,C,filler,El hombre da un paseo. ,white,,,,,0,23,23,23,457.9853534429858,None,457.9853534429858,None,457.9853534429858,None,457.9853534429858,None,458.0003624839883,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
25,statement,A,filler,Compramos en el supermercado.,white,,,,,0,24,24,24,461.65132046400686,None,461.65132046400686,None,461.65132046400686,None,461.65132046400686,None,461.7009513399971,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
26,statement,B,filler,Mateo piensa en las compras.,white,,,,,0,25,25,25,471.1358373799885,None,471.1358373799885,None,471.1358373799885,None,471.1358373799885,None,471.1548975939804,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
27,statement,A,filler,Emilia va al hospital.,white,,,,,0,26,26,26,476.23525932600023,None,476.23525932600023,None,476.23525932600023,None,476.23525932600023,None,476.2704686319921,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
28,statement,C,filler,El hotel tiene muchas habitaciones. ,white,,,,,0,27,27,27,480.5200251349888,None,480.5200251349888,None,480.5200251349888,None,480.5200251349888,None,480.5363915360067,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
29,statement,A,filler,El abrigo es muy barato. ,white,,,,,0,28,28,28,485.176095953997,None,485.176095953997,None,485.176095953997,None,485.176095953997,None,485.18777750598383,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
30,statement,B,filler,La discoteca es muy buena.,white,,,,,0,29,29,29,489.137075274979,None,489.137075274979,None,489.137075274979,None,489.137075274979,None,489.15334238499054,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
31,statement,A,filler,La ciudad tiene dos bancos.,white,,,,,0,30,30,30,493.4203036139952,None,493.4203036139952,None,493.4203036139952,None,493.4203036139952,None,493.4547808719799,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
32,statement,C,filler,Luis trabaja todo el día.,white,,,,,0,31,31,31,497.77304677598295,None,497.77304677598295,None,497.77304677598295,None,497.77304677598295,None,497.8046504340018,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
33,question,C,filler,¿Ella compra una mochila?,white,,,,,0,32,32,32,502.18931425598566,None,502.18931425598566,None,502.18931425598566,None,502.18931425598566,None,502.20757040698663,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
34,question,A,filler,¿Mi padre cantaba bien?,white,,,,,0,33,33,33,506.27257879500394,None,506.27257879500394,None,506.27257879500394,None,506.27257879500394,None,506.28778150398284,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
35,question,B,filler,¿La vecina sale muy temprano? ,white,,,,,0,34,34,34,510.1221700599999,None,510.1221700599999,None,510.1221700599999,None,510.1221700599999,None,510.17147239498445,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
36,question,A,filler,¿Mi amiga mira la luna?,white,,,,,0,35,35,35,514.2720319140062,None,514.2720319140062,None,514.2720319140062,None,514.2720319140062,None,514.2894529269834,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
37,question,B,filler,¿Lucía va a la iglesia?,white,,,,,0,36,36,36,520.2413799570058,None,520.2413799570058,None,520.2413799570058,None,520.2413799570058,None,520.2553825299838,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
38,question,A,filler,¿Mi vecino habla mucho?,white,,,,,0,37,37,37,523.8215109229786,None,523.8215109229786,None,523.8215109229786,None,523.8215109229786,None,523.8560937150032,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
39,question,C,filler,¿El estudiante toma apuntes?,white,,,,,0,38,38,38,527.0901345629827,None,527.0901345629827,None,527.0901345629827,None,527.0901345629827,None,527.1065061590052,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
40,question,A,filler,¿La chica abre su libro?,white,,,,,0,39,39,39,531.577815022989,None,531.577815022989,None,531.577815022989,None,531.577815022989,None,531.6058306710038,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
41,question,B,filler,¿Sandra corre en el parque?,white,,,,,0,40,40,40,535.1400901259913,None,535.1400901259913,None,535.1400901259913,None,535.1400901259913,None,535.1891397690051,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
42,question,A,filler,¿Mi amigo no comía pollo?,white,,,,,0,41,41,41,538.7237096299941,None,538.7237096299941,None,538.7237096299941,None,538.7237096299941,None,538.7736668639991,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
43,question,C,filler,¿Carlos escribe una carta?,white,,,,,0,42,42,42,542.6748602139996,None,542.6748602139996,None,542.6748602139996,None,542.6748602139996,None,542.6889292349806,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
44,question,A,filler,¿Jose visitaba la playa?,white,,,,,0,43,43,43,547.440281660005,None,547.440281660005,None,547.440281660005,None,547.440281660005,None,547.489856027998,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
45,question,B,filler,¿Mi hermano cierra la puerta?,white,,,,,0,44,44,44,551.3254157969786,None,551.3254157969786,None,551.3254157969786,None,551.3254157969786,None,551.3576640789979,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
46,question,A,filler,¿El chico escribía una carta?,white,,,,,0,45,45,45,554.9245486620057,None,554.9245486620057,None,554.9245486620057,None,554.9245486620057,None,554.940770991001,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
47,question,C,filler,¿Mi vecino trae comida?,white,,,,,0,46,46,46,559.1790373809927,None,559.1790373809927,None,559.1790373809927,None,559.1790373809927,None,559.191496297979,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
48,question,A,filler,¿Carlos trae a sus hijos? ,white,,,,,0,47,47,47,562.3242357349955,None,562.3242357349955,None,562.3242357349955,None,562.3242357349955,None,562.363520451996,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
49,question,B,filler,¿Jaime tenía una tienda?,white,,,,,0,48,48,48,566.3958714180044,None,566.3958714180044,None,566.3958714180044,None,566.3958714180044,None,566.4432883510017,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
50,question,A,filler,¿Juan quiere un bistec?,white,,,,,0,49,49,49,569.6599419179838,None,569.6599419179838,None,569.6599419179838,None,569.6599419179838,None,569.6952336009999,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
51,question,A,filler,¿Carolina baila flamenco? ,white,,,,,0,50,50,50,573.0289313299872,None,573.0289313299872,None,573.0289313299872,None,573.0289313299872,None,573.0415979700047,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
52,question,B,filler,¿Mi familia cenaba tarde?,white,,,,,0,51,51,51,576.6629565210023,None,576.6629565210023,None,576.6629565210023,None,576.6629565210023,None,576.6922546229907,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
53,question,C,filler,¿Pablo lavaba su coche? ,white,,,,,0,52,52,52,580.2613666459802,None,580.2613666459802,None,580.2613666459802,None,580.2613666459802,None,580.2975244209811,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
54,question,A,filler,¿El equipo gana la competencia?,white,,,,,0,53,53,53,584.0756197479786,None,584.0756197479786,None,584.0756197479786,None,584.0756197479786,None,584.1097914289858,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
55,question,C,filler,¿Rogelio cuida a los niños? ,white,,,,,0,54,54,54,588.1096745090035,None,588.1096745090035,None,588.1096745090035,None,588.1096745090035,None,588.1272868810047,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
56,question,A,filler,¿Maria se peina en la mañana?,white,,,,,0,55,55,55,591.9611713549821,None,591.9611713549821,None,591.9611713549821,None,591.9611713549821,None,591.9931772399868,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
57,question,B,filler,¿Lucía compra el jabón?,white,,,,,0,56,56,56,596.4606240110006,None,596.4606240110006,None,596.4606240110006,None,596.4606240110006,None,596.4946786270011,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
58,question,A,filler,¿A Jaime le gusta su piso?,white,,,,,0,57,57,57,600.1440403659944,None,600.1440403659944,None,600.1440403659944,None,600.1440403659944,None,600.160206999979,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
59,question,C,filler,¿Isabel puede apagar la luz?,white,,,,,0,58,58,58,604.0274324909842,None,604.0274324909842,None,604.0274324909842,None,604.0274324909842,None,604.0635057819891,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
60,question,A,filler,¿Felipe no tiene contraseña?,white,,,,,0,59,59,59,607.7280339830031,None,607.7280339830031,None,607.7280339830031,None,607.7280339830031,None,607.7454025539919,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
61,question,B,filler,¿El estudiante practica deportes?,white,,,,,0,60,60,60,611.0319933809806,None,611.0319933809806,None,611.0319933809806,None,611.0319933809806,None,611.0450135229912,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
62,question,A,filler,¿Sofia no quiere la revista?,white,,,,,0,61,61,61,615.0936656949925,None,615.0936656949925,None,615.0936656949925,None,615.0936656949925,None,615.131985555985,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
63,question,C,filler,¿Mi esposo conoce al chico?,white,,,,,0,62,62,62,618.4962206689816,None,618.4962206689816,None,618.4962206689816,None,618.4962206689816,None,618.5119273979799,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
64,question,A,filler,¿Mi hija prefiere los perros?,white,,,,,0,63,63,63,622.7339454719913,None,622.7339454719913,None,622.7339454719913,None,622.7339454719913,None,622.7628763910034,None,spain,001,2020_Nov_24_1050,text_stim_for_audio,2020.2.4,60.076912272653445,
